No,Input,Output,Ven
721,2361.274464665654,2129.8839547456632,NO
725,2501.8776670324232,2037.8179001147075,NO
733,2300.142758359164,3043.0527719828137,NO
736,3188.8172377051033,1423.1423039411359,NO
739,2150.1466918974265,2350.0842095446037,NO
740,2646.318081579944,2057.1052573011357,NO
741,2510.9265092642995,2167.2125721853713,NO
742,2439.2447013605274,1260.356573555864,NO
746,2362.6395113382546,2607.5951328510628,NO
749,1696.9203884036342,2091.8205381226016,NO
750,1615.6979912607785,1425.920615663522,NO
751,2142.9453308910133,2541.93938160265,NO
754,2025.0581761958554,1469.0092996923327,NO
756,1437.5053130591416,2361.937086173474,NO
757,2319.9183361176215,2908.6035775648925,NO
761,2123.8291227677587,2584.321305254878,NO
765,2671.0941646820847,3590.066211147476,NO
769,2306.45514568795,1841.8839046367084,NO
771,1978.5743570414268,2212.5251179542174,NO
772,2147.383474494461,2191.2974013242706,NO
773,1817.412144035192,2272.5800976268556,NO
774,1911.8420888598441,1278.6940538883537,NO
775,2036.6937383408406,2402.637736338902,NO
776,2110.854223002185,1681.8978096780388,NO
777,2282.8206597895573,2628.3915025360066,NO
778,1830.2156070048677,2295.9981549322,NO
779,1965.4584612054134,2937.0590009186562,NO
780,1680.588798659405,2310.9251475330416,NO
781,2195.8206003827013,2446.3252137017207,NO
782,2032.7492105661117,1989.9915138150307,NO
783,1680.3105853461416,2289.8606199399314,NO
784,1950.5125891847315,2358.1070197931904,NO
785,1233.566959521269,3890.0114492754774,NO
786,1540.6509921164484,2110.364872104548,NO
787,2187.0991895930724,1978.995276672373,NO
788,2609.3586788039465,2681.3754806459547,NO
789,2686.532122732882,1942.5730173257696,NO
790,1447.313367728054,1940.1323931797654,NO
791,3372.7603117606477,2724.6300084809313,NO
792,2271.2172327539565,2473.202457474423,NO
793,2360.394020028811,2105.424658017396,NO
794,2535.8405012946437,968.6170529638907,NO
795,1730.3575802173027,2354.1172834632157,NO
796,2067.656222435881,1925.1040869930725,NO
798,2240.3769277995666,1843.1318363399018,NO
799,1551.2698951707434,1817.5719715726937,NO
800,1987.7584651692493,2847.7830603763646,NO
803,1464.4922073845707,2029.165103475394,NO
804,3655.3918233220384,2178.348746783859,NO
806,2622.529135779702,2380.614111055558,NO
807,1407.542103166892,2016.838376698598,NO
808,1687.9660560543894,1852.5507994302693,NO
809,2613.2658528647075,2338.620614076004,NO
810,2272.4265289693285,1311.3562467911652,NO
811,2386.396710068381,1648.9159400168946,NO
812,2453.4684570898635,486.51263266348656,NO
813,2552.3380926577233,1031.8832784736821,NO
814,2389.9038512443813,1290.9854640963767,NO
815,1233.8043303845318,2262.790446399425,NO
816,590.2025595040411,1779.7052682906626,NO
817,2202.231180933817,2081.138663982356,NO
818,2028.7443730270506,2333.8633570646675,NO
819,2445.713299489371,1881.9451700200805,NO
820,2230.5248051744657,1964.3728215814863,NO
821,2330.125957696428,2898.8918268980283,NO
822,1946.2480356840642,1619.2841908485475,NO
823,2245.020643000014,2552.064362688466,NO
824,2423.9905536076944,1853.6055053013467,NO
825,1725.5439472158753,2541.7961175004175,NO
826,2034.244088163344,1151.3587390982502,NO
827,2291.0146936868005,1696.3385614043566,NO
828,2251.1463577200034,2668.8556787837742,NO
829,3875.4589822596927,2884.5237375038473,NO
830,1635.2241702669291,1606.9059793330152,NO
831,2148.3442000131313,2024.1268960621683,NO
832,933.3676288619786,1776.446855444778,NO
833,3357.6830386723304,1511.7922485790045,NO
834,1792.4086343366434,2209.1005928272407,NO
837,2423.887693571599,1612.1130514751158,NO
838,2374.335245350482,1801.2186967445084,NO
839,1755.9730948760416,1966.9044762593958,NO
840,1988.203375568929,2209.7935732058254,NO
842,1819.4969618837754,2463.6728891380203,NO
843,1822.991343567008,2156.974831938512,NO
844,1992.2989511504807,1950.327946681259,NO
845,1996.124559970511,3095.6473996083078,NO
846,4132.300813547133,2643.338184345307,NO
847,2259.9918819712743,1635.2241702669291,NO
848,1892.022375889846,919.7652669249965,NO
849,2179.6255112971116,2097.0209065391723,NO
850,2497.9159339597363,1699.6475308755955,NO
851,1914.623742963289,3671.1396360387007,NO
852,2182.0556276943053,1977.4871197801829,NO
853,1649.1551708563497,1729.1890169840437,NO
854,2689.7757731638685,1230.4554259615102,NO
856,2475.8020648775273,1365.9852605900955,NO
857,2283.7776362126283,3251.0445264665086,NO
858,1939.416819451389,1909.7824039198913,NO
859,1217.1032680243216,1364.6321886276928,NO
860,2122.395167930556,1963.3151136995702,NO
861,435.0541945581865,1572.8704093834235,NO
862,2285.9469116184314,2672.335270309625,NO
863,2180.542047923303,2789.313924166367,NO
864,1249.8083853563194,2109.146326553494,NO
865,2155.0753955491246,603.7115974868534,NO
866,1183.1230312221287,2064.151904025613,NO
867,2749.2033576986014,1823.0799559591353,NO
868,1996.8288147682429,2795.0722359751735,NO
869,2866.538661166508,2072.6332974645193,NO
870,2066.997356254595,1880.7942361418388,NO
871,2201.7313052672152,1713.3571208949593,NO
872,2181.802705769446,1148.3567313575713,NO
873,2336.181952395505,1954.5486364736091,NO
874,2062.760216695766,1445.227935564499,NO
875,2047.3314999098127,2268.326803159981,NO
877,1464.4994488587977,2593.6660045060357,NO
878,2139.5616896807364,2859.7039279270207,NO
879,2504.1121057666332,2028.3783484532617,NO
880,3420.934425384745,2255.9683705343946,NO
881,1580.0847905089686,2249.2860667359023,NO
883,2240.506434950669,2026.6960171859782,NO
884,2209.705398484636,2864.237673758705,NO
885,2294.673985239498,2198.9790938076753,NO
886,1984.7641531990164,1867.930708963582,NO
887,2331.0387345292283,2392.1982042870877,NO
888,1798.24943827464,2199.580471123381,NO
889,2018.9367020427164,1601.998128990217,NO
890,2064.991525996003,2808.311842798791,NO
893,2160.1663088524992,1111.0016603796764,NO
897,2092.248009226448,1571.641034015085,NO
898,2097.682688620556,2715.7380256730476,NO
899,2577.2023351186854,2221.5493012226366,NO
900,2725.6675350644487,2030.909089118094,NO
902,2702.382389925324,1951.307169395419,NO
904,923.7713279478348,1706.7359865472663,NO
915,2149.0549805419873,598.6560765314921,NO
916,2694.2856197919755,2160.9878722203935,NO
918,2147.56442248351,300.5633316707174,NO
922,2975.9481291118655,1679.8040954608412,NO
927,2271.700682734681,2332.4509450787314,NO
931,1803.9256215077785,2320.7981002652145,NO
933,2141.5731412127666,2070.0269914414584,NO
935,2251.224066886369,1536.738499693594,NO
941,2766.863548093166,1894.0233079416698,NO
943,2365.863715614751,2057.75263767887,NO
944,1833.0539460102534,2418.3364434381715,NO
945,2233.1474564549994,1321.1947530679267,NO
946,2825.6231569530883,2237.946718638741,NO
949,1345.1775834662221,2038.2232407768158,NO
953,3286.479740523065,2046.1278309257416,NO
960,462.1588501654371,2049.7290127271353,NO
963,2074.350462701698,2517.2961514504336,NO
966,1807.2054053748843,1303.8506238026928,NO
968,3107.6761806380705,1450.9709531049516,NO
971,1198.227464759595,1945.6083637951158,NO
975,1628.6560312023512,3631.1914891180995,NO
976,1884.8069467726586,2649.561080221574,NO
977,1896.5727089206075,2266.298415321949,NO
978,2737.139033533549,2373.2383458486224,NO
980,1444.7618465694154,2959.555986355608,NO
997,1496.6259616567718,1630.4622998230143,NO
1003,2822.787983709967,2610.3253752736127,NO
1006,2060.014510034027,2464.5436633326212,NO
1009,2390.0330118149354,2543.244524409776,NO
1016,2439.5276179202438,2305.8077370127426,NO
1031,1610.2492222625037,2344.24618558367,NO
1033,1716.6965759339155,2230.123501254204,NO
1034,1887.2165572900403,2022.2488458078897,NO
1037,2015.1436026303277,2097.349687519539,NO
1039,2617.0731592310744,1763.3659727536647,NO
1040,1733.3276789579572,2723.0522574316324,NO
1041,2710.9385882832134,2589.679694048638,NO
1043,2639.8604995562127,1478.0160294293769,NO
1044,2116.8028537607,2165.7460632548778,NO
1049,2076.92026791093,1293.7391395561501,NO
1051,1224.5498217809222,2230.393629282951,NO
1053,1998.6850846886682,1177.9649407893953,NO
1143,1822.3087566701302,1158.6073550100955,NO
1145,2284.716350297984,2131.3909059893185,NO
1149,1698.3225567440832,2332.158635252109,NO
1152,2109.7494429354138,2117.938890838769,NO
1156,2468.999284022626,2027.4738644974022,NO
1158,1915.1254081056427,2102.9361259132475,NO
1159,2151.199671865974,2126.384033707592,NO
1164,2017.902856571784,1061.0514743363278,NO
1167,2095.767403971914,1427.8187020533928,NO
1170,2208.6630369829736,1800.9147076175418,NO
1173,2148.058841045575,2006.4914049140584,NO
1178,1792.2341704224768,2185.292316304537,NO
1183,2140.7333464662725,2134.251904924205,NO
1189,2232.1866731244254,2371.726782454469,NO
1190,1804.3447321306112,2789.9665730676084,NO
1198,2064.7210477977205,2847.2851236819765,NO
1201,2158.2271661378145,1836.9777348856105,NO
1202,2707.120832802254,1890.2273623447625,NO
